key,path,line,usage
dns.server.gateway.local.names,eblocker-icapserver/src/main/resources/configuration.properties,68,definition
dns.server.default.tor.name.servers,eblocker-icapserver/src/main/resources/configuration.properties,69,definition
dns.server.default.enabled,eblocker-icapserver/src/main/resources/configuration.properties,70,definition
dns.server.default.disable.file,eblocker-icapserver/src/main/resources/configuration.properties,71,definition
dns.server.enabled.file,eblocker-icapserver/src/main/resources/configuration.properties,72,definition
dns.server.stats.days,eblocker-icapserver/src/main/resources/configuration.properties,73,definition
dns.server.port,eblocker-icapserver/src/main/resources/configuration.properties,74,definition
dns.warning.interval,eblocker-icapserver/src/main/resources/configuration.properties,75,definition
network.alias.min,eblocker-icapserver/src/main/resources/configuration.properties,77,definition
network.alias.max,eblocker-icapserver/src/main/resources/configuration.properties,78,definition
network.alias.script.add,eblocker-icapserver/src/main/resources/configuration.properties,79,definition
network.alias.script.remove,eblocker-icapserver/src/main/resources/configuration.properties,80,definition
network.statistic.dumpIptablesCommand,eblocker-icapserver/src/main/resources/configuration.properties,82,definition
squid.mime.types.acl.file.path,eblocker-icapserver/src/main/resources/configuration.properties,84,definition
squid.disabled.acl.file.path,eblocker-icapserver/src/main/resources/configuration.properties,85,definition
squid.mobile.acl.file.path,eblocker-icapserver/src/main/resources/configuration.properties,86,definition
squid.mobile.private.network.access.acl.file.path,eblocker-icapserver/src/main/resources/configuration.properties,87,definition
squid.tor.acl.file.path,eblocker-icapserver/src/main/resources/configuration.properties,88,definition
squid.ssl.acl.file.path,eblocker-icapserver/src/main/resources/configuration.properties,89,definition
squid.vpn.acl.directory.path,eblocker-icapserver/src/main/resources/configuration.properties,90,definition
squid.ssl.domain.whitelist.acl.file.path,eblocker-icapserver/src/main/resources/configuration.properties,91,definition
squid.ssl.ip.whitelist.acl.file.path,eblocker-icapserver/src/main/resources/configuration.properties,92,definition
squid.xForward.domains.acl.file.path,eblocker-icapserver/src/main/resources/configuration.properties,93,definition
squid.xForward.ips.acl.file.path,eblocker-icapserver/src/main/resources/configuration.properties,94,definition
squid.xForward.ips,eblocker-icapserver/src/main/resources/configuration.properties,95,definition
squid.config.template.file.path,eblocker-icapserver/src/main/resources/configuration.properties,96,definition
squid.config.static.file.path,eblocker-icapserver/src/main/resources/configuration.properties,97,definition
squid.config.ssl.exclusive.file.path,eblocker-icapserver/src/main/resources/configuration.properties,98,definition
squid.config.noSsl.exclusive.file.path,eblocker-icapserver/src/main/resources/configuration.properties,99,definition
squid.config.file.path,eblocker-icapserver/src/main/resources/configuration.properties,100,definition
squid.uid,eblocker-icapserver/src/main/resources/configuration.properties,101,definition
squid.config.graceTimeBeforeReload,eblocker-icapserver/src/main/resources/configuration.properties,102,definition
squid.config.minimumTimeBetweenReloads,eblocker-icapserver/src/main/resources/configuration.properties,103,definition
squid.clear.cert.cache.command,eblocker-icapserver/src/main/resources/configuration.properties,104,definition
squid.cache.log,eblocker-icapserver/src/main/resources/configuration.properties,105,definition
squid.cache.log.reader.sleep,eblocker-icapserver/src/main/resources/configuration.properties,106,definition
squid.ssl.error.backlog.max.age.days,eblocker-icapserver/src/main/resources/configuration.properties,107,definition
squid.ssl.error.ignored,eblocker-icapserver/src/main/resources/configuration.properties,108,definition
squid.workers,eblocker-icapserver/src/main/resources/configuration.properties,109,definition
recording.recording.file.path,eblocker-icapserver/src/main/resources/configuration.properties,112,definition
recording.default.size,eblocker-icapserver/src/main/resources/configuration.properties,113,definition
recording.default.time,eblocker-icapserver/src/main/resources/configuration.properties,114,definition
recording.analysis.handshakes.file.path,eblocker-icapserver/src/main/resources/configuration.properties,115,definition
recording.analysis.data.file.path,eblocker-icapserver/src/main/resources/configuration.properties,116,definition
script.wrapper.path,eblocker-icapserver/src/main/resources/configuration.properties,118,definition
kill.process.command,eblocker-icapserver/src/main/resources/configuration.properties,119,definition
ping.process.command,eblocker-icapserver/src/main/resources/configuration.properties,120,definition
updates.start.command,eblocker-icapserver/src/main/resources/configuration.properties,121,definition
updates.running.command,eblocker-icapserver/src/main/resources/configuration.properties,122,definition
updates.downloadStart.command,eblocker-icapserver/src/main/resources/configuration.properties,123,definition
updates.downloadRunning.command,eblocker-icapserver/src/main/resources/configuration.properties,124,definition
updates.check.command,eblocker-icapserver/src/main/resources/configuration.properties,125,definition
updates.running.info.command,eblocker-icapserver/src/main/resources/configuration.properties,126,definition
updates.failed.command,eblocker-icapserver/src/main/resources/configuration.properties,127,definition
updates.recovery.start.command,eblocker-icapserver/src/main/resources/configuration.properties,128,definition
updates.recovery.running.command,eblocker-icapserver/src/main/resources/configuration.properties,129,definition
prepare.shutdown.command,eblocker-icapserver/src/main/resources/configuration.properties,130,definition
shutdown.command,eblocker-icapserver/src/main/resources/configuration.properties,131,definition
reboot.command,eblocker-icapserver/src/main/resources/configuration.properties,132,definition
find.gateway.command,eblocker-icapserver/src/main/resources/configuration.properties,133,definition
set.timezone.command,eblocker-icapserver/src/main/resources/configuration.properties,134,definition
pin.eblocker-lists.command,eblocker-icapserver/src/main/resources/configuration.properties,135,definition
unpin.eblocker-lists.command,eblocker-icapserver/src/main/resources/configuration.properties,136,definition
eblocker-lists.pinning.filename,eblocker-icapserver/src/main/resources/configuration.properties,137,definition
eblocker-lists.pinning.version,eblocker-icapserver/src/main/resources/configuration.properties,138,definition
squidReconfigure.command,eblocker-icapserver/src/main/resources/configuration.properties,140,definition
led.service.host,eblocker-icapserver/src/main/resources/configuration.properties,142,definition
led.service.port,eblocker-icapserver/src/main/resources/configuration.properties,143,definition
maxInitialLineLength,eblocker-icapserver/src/main/resources/configuration.properties,145,definition
maxHttpHeaderSize,eblocker-icapserver/src/main/resources/configuration.properties,146,definition
maxIcapHeaderSize,eblocker-icapserver/src/main/resources/configuration.properties,147,definition
maxChunkSize,eblocker-icapserver/src/main/resources/configuration.properties,148,definition
maxAggregationSize,eblocker-icapserver/src/main/resources/configuration.properties,149,definition
separationSize,eblocker-icapserver/src/main/resources/configuration.properties,150,definition
http.server.useSystemOut,eblocker-icapserver/src/main/resources/configuration.properties,152,definition
http.server.cacheElementsForSeconds,eblocker-icapserver/src/main/resources/configuration.properties,153,definition
http.server.maxContentSize,eblocker-icapserver/src/main/resources/configuration.properties,154,definition
jedis.port,eblocker-icapserver/src/main/resources/configuration.properties,157,definition
jedis.timeout,eblocker-icapserver/src/main/resources/configuration.properties,158,definition
jedis.pool.max.total,eblocker-icapserver/src/main/resources/configuration.properties,160,definition
jedis.pool.max.idle,eblocker-icapserver/src/main/resources/configuration.properties,161,definition
jedis.pool.min.idle,eblocker-icapserver/src/main/resources/configuration.properties,162,definition
jedis.pubsub.retry.delay,eblocker-icapserver/src/main/resources/configuration.properties,164,definition
ca.keystore.path,eblocker-icapserver/src/main/resources/configuration.properties,167,definition
ca.keystore.password,eblocker-icapserver/src/main/resources/configuration.properties,168,definition
ca.cert.max.validity.months,eblocker-icapserver/src/main/resources/configuration.properties,169,definition
ca.cert.dn.format,eblocker-icapserver/src/main/resources/configuration.properties,170,definition
ca.key.size,eblocker-icapserver/src/main/resources/configuration.properties,171,definition
ca.renew.weeks,eblocker-icapserver/src/main/resources/configuration.properties,172,definition
ca.renewal.keystore.path,eblocker-icapserver/src/main/resources/configuration.properties,173,definition
ssl.test.client.script.template,eblocker-icapserver/src/main/resources/configuration.properties,175,definition
ssl.test.ca.current.endpoint.port,eblocker-icapserver/src/main/resources/configuration.properties,176,definition
ssl.test.ca.renewal.endpoint.port,eblocker-icapserver/src/main/resources/configuration.properties,177,definition
icapserver.keystore.path,eblocker-icapserver/src/main/resources/configuration.properties,179,definition
icapserver.renewal.keystore.path,eblocker-icapserver/src/main/resources/configuration.properties,180,definition
icapserver.keystore.password,eblocker-icapserver/src/main/resources/configuration.properties,181,definition
squid.ssl.ca.key,eblocker-icapserver/src/main/resources/configuration.properties,183,definition
squid.ssl.ca.cert,eblocker-icapserver/src/main/resources/configuration.properties,184,definition
executor.asynchronousLearner.startupDelay,eblocker-icapserver/src/main/resources/configuration.properties,186,definition
executor.asynchronousLearner.fixedDelay,eblocker-icapserver/src/main/resources/configuration.properties,187,definition
executor.filterStoreUpdater.startupDelay,eblocker-icapserver/src/main/resources/configuration.properties,188,definition
executor.filterStoreUpdater.fixedDelay,eblocker-icapserver/src/main/resources/configuration.properties,189,definition
executor.appModuleListUpdater.startupDelay,eblocker-icapserver/src/main/resources/configuration.properties,190,definition
executor.appModuleListUpdater.fixedDelay,eblocker-icapserver/src/main/resources/configuration.properties,191,definition
executor.sessionPurger.startupDelay,eblocker-icapserver/src/main/resources/configuration.properties,192,definition
executor.sessionPurger.fixedDelay,eblocker-icapserver/src/main/resources/configuration.properties,193,definition
executor.arpSpoofer.startupDelay,eblocker-icapserver/src/main/resources/configuration.properties,194,definition
executor.arpSpoofer.fixedDelay,eblocker-icapserver/src/main/resources/configuration.properties,195,definition
executor.arpSweeper.startupDelay,eblocker-icapserver/src/main/resources/configuration.properties,196,definition
executor.arpSweeper.default.fixedRate,eblocker-icapserver/src/main/resources/configuration.properties,197,definition
executor.arpValidator.startupDelay,eblocker-icapserver/src/main/resources/configuration.properties,198,definition
executor.arpValidator.fixedRate,eblocker-icapserver/src/main/resources/configuration.properties,199,definition
executor.problematicRouterDetection.startupDelay,eblocker-icapserver/src/main/resources/configuration.properties,200,definition
executor.problematicRouterDetection.fixedRate,eblocker-icapserver/src/main/resources/configuration.properties,201,definition
executor.parentalControlAccessRestrictionsService.startupDelay,eblocker-icapserver/src/main/resources/configuration.properties,202,definition
executor.parentalControlAccessRestrictionsService.fixedRate,eblocker-icapserver/src/main/resources/configuration.properties,203,definition
executor.openVpnServiceCacheCleaner.startupDelay,eblocker-icapserver/src/main/resources/configuration.properties,204,definition
executor.openVpnServiceCacheCleaner.fixedRate,eblocker-icapserver/src/main/resources/configuration.properties,205,definition
executor.deviceServiceCacheRefresh.startupDelay,eblocker-icapserver/src/main/resources/configuration.properties,206,definition
executor.deviceServiceCacheRefresh.fixedRate,eblocker-icapserver/src/main/resources/configuration.properties,207,definition
executor.trafficAccounter.startupDelay,eblocker-icapserver/src/main/resources/configuration.properties,208,definition
executor.trafficAccounter.fixedRate,eblocker-icapserver/src/main/resources/configuration.properties,209,definition
executor.messageCenterServiceUpdate.startupDelay,eblocker-icapserver/src/main/resources/configuration.properties,210,definition
executor.messageCenterServiceUpdate.fixedRate,eblocker-icapserver/src/main/resources/configuration.properties,211,definition
executor.malware.update.startupDelay,eblocker-icapserver/src/main/resources/configuration.properties,212,definition
executor.malware.update.fixedRate,eblocker-icapserver/src/main/resources/configuration.properties,213,definition
executor.contentFilter.update.startupDelay,eblocker-icapserver/src/main/resources/configuration.properties,214,definition
executor.contentFilter.update.fixedRate,eblocker-icapserver/src/main/resources/configuration.properties,215,definition
executor.dns.stats.update.startupDelay,eblocker-icapserver/src/main/resources/configuration.properties,216,definition
executor.dns.stats.update.fixedRate,eblocker-icapserver/src/main/resources/configuration.properties,217,definition
executor.dns.gatewayNames.startupDelay,eblocker-icapserver/src/main/resources/configuration.properties,218,definition
executor.dns.gatewayNames.fixedRate,eblocker-icapserver/src/main/resources/configuration.properties,219,definition
executor.squidWarning.startupDelay,eblocker-icapserver/src/main/resources/configuration.properties,220,definition
executor.squidWarning.fixedRate,eblocker-icapserver/src/main/resources/configuration.properties,221,definition
executor.squidWarning.maxRetries,eblocker-icapserver/src/main/resources/configuration.properties,222,definition
executor.licenseExpirationCheck.startupDelay,eblocker-icapserver/src/main/resources/configuration.properties,223,definition
executor.licenseExpirationCheck.fixedRate,eblocker-icapserver/src/main/resources/configuration.properties,224,definition
executor.dynDnsUpdate.startupDelay,eblocker-icapserver/src/main/resources/configuration.properties,225,definition
executor.dynDnsUpdate.fixedRate,eblocker-icapserver/src/main/resources/configuration.properties,226,definition
executor.filter.stats.update.startupDelay,eblocker-icapserver/src/main/resources/configuration.properties,227,definition
executor.filter.stats.update.fixedRate,eblocker-icapserver/src/main/resources/configuration.properties,228,definition
executor.filter.stats.delete.startupDelay,eblocker-icapserver/src/main/resources/configuration.properties,229,definition
executor.filter.stats.delete.fixedRate,eblocker-icapserver/src/main/resources/configuration.properties,230,definition
executor.filter.stats.domain.startupDelay,eblocker-icapserver/src/main/resources/configuration.properties,231,definition
executor.filter.stats.domain.fixedDelay,eblocker-icapserver/src/main/resources/configuration.properties,232,definition
executor.ip6MulticastPing.startupDelay,eblocker-icapserver/src/main/resources/configuration.properties,233,definition
executor.ip6MulticastPing.fixedRate,eblocker-icapserver/src/main/resources/configuration.properties,234,definition
executor.ip6RouterAdvertisement.startupDelay,eblocker-icapserver/src/main/resources/configuration.properties,235,definition
executor.ip6RouterAdvertisement.fixedRate,eblocker-icapserver/src/main/resources/configuration.properties,236,definition
executor.ip6RouterAdvertisement.maxRetries,eblocker-icapserver/src/main/resources/configuration.properties,237,definition
executor.upnpWatchdog.startupDelay,eblocker-icapserver/src/main/resources/configuration.properties,238,definition
executor.upnpWatchdog.fixedRate,eblocker-icapserver/src/main/resources/configuration.properties,239,definition
executor.custom.blocker.update.startupDelay,eblocker-icapserver/src/main/resources/configuration.properties,240,definition
executor.custom.blocker.update.fixedRate,eblocker-icapserver/src/main/resources/configuration.properties,241,definition
executor.recorded.domains.writer.startupDelay,eblocker-icapserver/src/main/resources/configuration.properties,242,definition
executor.recorded.domains.writer.fixedDelay,eblocker-icapserver/src/main/resources/configuration.properties,243,definition
update.observer.fixedDelay,eblocker-icapserver/src/main/resources/configuration.properties,245,definition
redis.backup.period,eblocker-icapserver/src/main/resources/configuration.properties,247,definition
redis.backup.max,eblocker-icapserver/src/main/resources/configuration.properties,248,definition
redis.backup.start.timeout,eblocker-icapserver/src/main/resources/configuration.properties,249,definition
redis.snapshot.directory,eblocker-icapserver/src/main/resources/configuration.properties,250,definition
keyService.systemKey.path,eblocker-icapserver/src/main/resources/configuration.properties,252,definition
device.offline.after.seconds,eblocker-icapserver/src/main/resources/configuration.properties,254,definition
mobile.dns.check.url.path,eblocker-icapserver/src/main/resources/configuration.properties,256,definition
mobile.connection.check.url.path,eblocker-icapserver/src/main/resources/configuration.properties,257,definition
mobile.connection.check.timeout,eblocker-icapserver/src/main/resources/configuration.properties,258,definition
mobile.connection.check.messages,eblocker-icapserver/src/main/resources/configuration.properties,259,definition
mobile.connection.check.result.poll.interval,eblocker-icapserver/src/main/resources/configuration.properties,260,definition
mobile.connection.check.result.poll.tries,eblocker-icapserver/src/main/resources/configuration.properties,261,definition
mobile.connection.check.protocols,eblocker-icapserver/src/main/resources/configuration.properties,262,definition
registration.properties,eblocker-icapserver/src/main/resources/configuration.properties,264,definition
registration.license.key,eblocker-icapserver/src/main/resources/configuration.properties,265,definition
registration.license.cert,eblocker-icapserver/src/main/resources/configuration.properties,266,definition
registration.keySize,eblocker-icapserver/src/main/resources/configuration.properties,267,definition
registration.default.type,eblocker-icapserver/src/main/resources/configuration.properties,268,definition
registration.backend.url.path,eblocker-icapserver/src/main/resources/configuration.properties,269,definition
registration.device.url.path,eblocker-icapserver/src/main/resources/configuration.properties,270,definition
registration.tos.url.path,eblocker-icapserver/src/main/resources/configuration.properties,271,definition
registration.device.serialnumber,eblocker-icapserver/src/main/resources/configuration.properties,272,definition
registration.device.id,eblocker-icapserver/src/main/resources/configuration.properties,273,definition
registration.truststore.resource,eblocker-icapserver/src/main/resources/configuration.properties,274,definition
registration.truststore.password,eblocker-icapserver/src/main/resources/configuration.properties,275,definition
registration.truststore.copy,eblocker-icapserver/src/main/resources/configuration.properties,276,definition
registration.apt.url.path,eblocker-icapserver/src/main/resources/configuration.properties,277,definition
registration.curl.command,eblocker-icapserver/src/main/resources/configuration.properties,278,definition
registration.connection.connectTimeout,eblocker-icapserver/src/main/resources/configuration.properties,279,definition
registration.connection.readTimeout,eblocker-icapserver/src/main/resources/configuration.properties,280,definition
registration.warning.period,eblocker-icapserver/src/main/resources/configuration.properties,283,definition
registration.lifetime.indicator,eblocker-icapserver/src/main/resources/configuration.properties,284,definition
registration.fallback.product.id,eblocker-icapserver/src/main/resources/configuration.properties,286,definition
registration.fallback.product.name,eblocker-icapserver/src/main/resources/configuration.properties,287,definition
registration.fallback.product.features,eblocker-icapserver/src/main/resources/configuration.properties,288,definition
registration.availabilityCheck.ping.targets,eblocker-icapserver/src/main/resources/configuration.properties,290,definition
registration.availabilityCheck.http.targets,eblocker-icapserver/src/main/resources/configuration.properties,291,definition
localConfiguration.path,eblocker-icapserver/src/main/resources/configuration.properties,293,definition
userAgents.predefinedProfiles.file,eblocker-icapserver/src/main/resources/configuration.properties,295,definition
pagecontext.cache.size,eblocker-icapserver/src/main/resources/configuration.properties,297,definition
transaction.cache.size,eblocker-icapserver/src/main/resources/configuration.properties,298,definition
useragent.cache.size,eblocker-icapserver/src/main/resources/configuration.properties,299,definition
useragent.regex.browser,eblocker-icapserver/src/main/resources/configuration.properties,300,definition
useragent.regex.msie,eblocker-icapserver/src/main/resources/configuration.properties,301,definition
resource.toolbarInlayTemplate.path,eblocker-icapserver/src/main/resources/configuration.properties,303,definition
resource.toolbarInlayMinJs.path,eblocker-icapserver/src/main/resources/configuration.properties,304,definition
resource.toolbarInlayMinCss.path,eblocker-icapserver/src/main/resources/configuration.properties,305,definition
resource.toolbarInlayTemplate.charset,eblocker-icapserver/src/main/resources/configuration.properties,306,definition
scriptlets.directory,eblocker-icapserver/src/main/resources/configuration.properties,308,definition
contentFilter.file.path,eblocker-icapserver/src/main/resources/configuration.properties,310,definition
contentFilter.elementHiding.css,eblocker-icapserver/src/main/resources/configuration.properties,311,definition
contentFilter.cache.size,eblocker-icapserver/src/main/resources/configuration.properties,312,definition
filterStore.default.config,eblocker-icapserver/src/main/resources/configuration.properties,314,definition
filterStore.cache.directory,eblocker-icapserver/src/main/resources/configuration.properties,315,definition
filterStore.cache.file.suffix,eblocker-icapserver/src/main/resources/configuration.properties,316,definition
filter.mode.plugandplay.enable.advanced.filters,eblocker-icapserver/src/main/resources/configuration.properties,318,definition
domainblacklist.charset,eblocker-icapserver/src/main/resources/configuration.properties,320,definition
domainblacklist.source.path,eblocker-icapserver/src/main/resources/configuration.properties,321,definition
domainblacklist.cache.path,eblocker-icapserver/src/main/resources/configuration.properties,322,definition
domainblacklist.networkService.host,eblocker-icapserver/src/main/resources/configuration.properties,323,definition
domainblacklist.networkService.port,eblocker-icapserver/src/main/resources/configuration.properties,324,definition
malware.filter.urls.file.path,eblocker-icapserver/src/main/resources/configuration.properties,326,definition
malware.filter.ips.file.path,eblocker-icapserver/src/main/resources/configuration.properties,327,definition
malware.filter.ip6s.file.path,eblocker-icapserver/src/main/resources/configuration.properties,328,definition
malware.filter.redirect.page,eblocker-icapserver/src/main/resources/configuration.properties,329,definition
malware.filter.ipset.name,eblocker-icapserver/src/main/resources/configuration.properties,331,definition
malware.filter.ipset.type,eblocker-icapserver/src/main/resources/configuration.properties,332,definition
malware.filter.ipset.family,eblocker-icapserver/src/main/resources/configuration.properties,333,definition
malware.filter.ipset.maxSize,eblocker-icapserver/src/main/resources/configuration.properties,334,definition
malware.filter.ip6set.name,eblocker-icapserver/src/main/resources/configuration.properties,336,definition
malware.filter.ip6set.type,eblocker-icapserver/src/main/resources/configuration.properties,337,definition
malware.filter.ip6set.family,eblocker-icapserver/src/main/resources/configuration.properties,338,definition
malware.filter.ip6set.maxSize,eblocker-icapserver/src/main/resources/configuration.properties,339,definition
update.automatic.config,eblocker-icapserver/src/main/resources/configuration.properties,341,definition
url.setup.eblocker,eblocker-icapserver/src/main/resources/configuration.properties,343,definition
my.eblocker.localredirect.setup.url-prefix,eblocker-icapserver/src/main/resources/configuration.properties,344,definition
my.eblocker.localredirect.setup.path,eblocker-icapserver/src/main/resources/configuration.properties,345,definition
adsTracker.redirectPage,eblocker-icapserver/src/main/resources/configuration.properties,347,definition
malware.redirectPage,eblocker-icapserver/src/main/resources/configuration.properties,348,definition
whitelisted.redirectPage,eblocker-icapserver/src/main/resources/configuration.properties,349,definition
parentalControl.redirectPage,eblocker-icapserver/src/main/resources/configuration.properties,351,definition
parentalControl.redirect.ip,eblocker-icapserver/src/main/resources/configuration.properties,352,definition
parentalControl.redirect.despite_disabled_ssl,eblocker-icapserver/src/main/resources/configuration.properties,353,definition
parentalControl.redirect.http.port,eblocker-icapserver/src/main/resources/configuration.properties,354,definition
parentalControl.redirect.https.port,eblocker-icapserver/src/main/resources/configuration.properties,355,definition
parentalControl.redirect.keyStore.path,eblocker-icapserver/src/main/resources/configuration.properties,356,definition
parentalControl.redirect.keyStore.password,eblocker-icapserver/src/main/resources/configuration.properties,357,definition
parentalControl.redirect.keyManager.cache.maxSize,eblocker-icapserver/src/main/resources/configuration.properties,358,definition
parentalControl.redirect.keyManager.cache.concurrencyLevel,eblocker-icapserver/src/main/resources/configuration.properties,359,definition
parentalControl.redirect.keyManager.default.names,eblocker-icapserver/src/main/resources/configuration.properties,360,definition
parentalcontrol.bpjm.filter.id,eblocker-icapserver/src/main/resources/configuration.properties,362,definition
parentalcontrol.bpjm.filter.file,eblocker-icapserver/src/main/resources/configuration.properties,363,definition
parentalcontrol.filterlists.file.path,eblocker-icapserver/src/main/resources/configuration.properties,364,definition
parentalcontrol.filterlists.file.customercreated.path,eblocker-icapserver/src/main/resources/configuration.properties,365,definition
parentalcontrol.filtered.devices.file.path,eblocker-icapserver/src/main/resources/configuration.properties,366,definition
parentalcontrol.usage.minimumTime,eblocker-icapserver/src/main/resources/configuration.properties,367,definition
parentalcontrol.usage.timeOutAutoOff,eblocker-icapserver/src/main/resources/configuration.properties,368,definition
parentalControl.searchEngineConfig.path,eblocker-icapserver/src/main/resources/configuration.properties,369,definition
parentalControl.standardUser.translation,eblocker-icapserver/src/main/resources/configuration.properties,370,definition
tor.port,eblocker-icapserver/src/main/resources/configuration.properties,372,definition
tor.telnet.control.port,eblocker-icapserver/src/main/resources/configuration.properties,373,definition
tor.connection.check.delay,eblocker-icapserver/src/main/resources/configuration.properties,374,definition
tor.config.file.path,eblocker-icapserver/src/main/resources/configuration.properties,375,definition
tor.config.template.file.path,eblocker-icapserver/src/main/resources/configuration.properties,376,definition
tor.dns.port,eblocker-icapserver/src/main/resources/configuration.properties,377,definition
tor.mark,eblocker-icapserver/src/main/resources/configuration.properties,378,definition
arp.spoof.healing.packets,eblocker-icapserver/src/main/resources/configuration.properties,380,definition
arp.spoof.online.threshold,eblocker-icapserver/src/main/resources/configuration.properties,381,definition
arp.spoof.suspend.period,eblocker-icapserver/src/main/resources/configuration.properties,382,definition
arp.ip.grace.period.seconds,eblocker-icapserver/src/main/resources/configuration.properties,384,definition
arp.sweep.max.size,eblocker-icapserver/src/main/resources/configuration.properties,386,definition
posix.timezone.strings.json.file,eblocker-icapserver/src/main/resources/configuration.properties,388,definition
message.dailyNews.file,eblocker-icapserver/src/main/resources/configuration.properties,391,definition
message.filterlists.outdated.days,eblocker-icapserver/src/main/resources/configuration.properties,392,definition
diagnostics.report.command,eblocker-icapserver/src/main/resources/configuration.properties,394,definition
diagnostics.report.file,eblocker-icapserver/src/main/resources/configuration.properties,395,definition
diagnostics.logfile.system,eblocker-icapserver/src/main/resources/configuration.properties,396,definition
write.startup.status.file.command,eblocker-icapserver/src/main/resources/configuration.properties,398,definition
appmodules.file.path,eblocker-icapserver/src/main/resources/configuration.properties,400,definition
appmodules.id.temp,eblocker-icapserver/src/main/resources/configuration.properties,401,definition
appmodules.id.user,eblocker-icapserver/src/main/resources/configuration.properties,402,definition
appmodules.id.autotrust,eblocker-icapserver/src/main/resources/configuration.properties,403,definition
appmodules.id.custom.min,eblocker-icapserver/src/main/resources/configuration.properties,404,definition
authentication.token.user.validity.seconds,eblocker-icapserver/src/main/resources/configuration.properties,406,definition
authentication.token.squid.validity.seconds,eblocker-icapserver/src/main/resources/configuration.properties,407,definition
authentication.token.system.validity.seconds,eblocker-icapserver/src/main/resources/configuration.properties,408,definition
authentication.token.dashboard.validity.seconds,eblocker-icapserver/src/main/resources/configuration.properties,409,definition
authentication.passwordReset.validity.seconds,eblocker-icapserver/src/main/resources/configuration.properties,410,definition
authentication.passwordReset.gracePeriod.seconds,eblocker-icapserver/src/main/resources/configuration.properties,411,definition
authentication.passwordFailed.maxPenalty.seconds,eblocker-icapserver/src/main/resources/configuration.properties,412,definition
authentication.passwordFailed.penaltyIncrement.seconds,eblocker-icapserver/src/main/resources/configuration.properties,413,definition
openvpn.configuration.options.blacklist,eblocker-icapserver/src/main/resources/configuration.properties,415,definition
openvpn.configuration.options.whitelist,eblocker-icapserver/src/main/resources/configuration.properties,416,definition
openvpn.configuration.options.file,eblocker-icapserver/src/main/resources/configuration.properties,417,definition
openvpn.configuration.options.group,eblocker-icapserver/src/main/resources/configuration.properties,418,definition
openvpn.configuration.default-options,eblocker-icapserver/src/main/resources/configuration.properties,419,definition
openvpn.profiles.folder.path,eblocker-icapserver/src/main/resources/configuration.properties,420,definition
start.openvpn.instance.command,eblocker-icapserver/src/main/resources/configuration.properties,421,definition
killall.openvpn.command,eblocker-icapserver/src/main/resources/configuration.properties,422,definition
vpn.set.client.route,eblocker-icapserver/src/main/resources/configuration.properties,423,definition
vpn.set.client.route.ip6,eblocker-icapserver/src/main/resources/configuration.properties,424,definition
vpn.clear.client.route,eblocker-icapserver/src/main/resources/configuration.properties,425,definition
vpn.reconfigure.policy,eblocker-icapserver/src/main/resources/configuration.properties,426,definition
vpn.reconfigure.routing.tables.command,eblocker-icapserver/src/main/resources/configuration.properties,427,definition
vpn.iproute2.rttables.file.path,eblocker-icapserver/src/main/resources/configuration.properties,428,definition
vpn.iproute2.rttables.temp.result.file.path,eblocker-icapserver/src/main/resources/configuration.properties,429,definition
vpn.iproute2.rttables.name.prefix,eblocker-icapserver/src/main/resources/configuration.properties,430,definition
vpn.iproute2.rttables.offset,eblocker-icapserver/src/main/resources/configuration.properties,431,definition
vpn.iproute2.rttables.route.min,eblocker-icapserver/src/main/resources/configuration.properties,432,definition
vpn.iproute2.rttables.route.max,eblocker-icapserver/src/main/resources/configuration.properties,433,definition
vpn.keepalive.ping.target,eblocker-icapserver/src/main/resources/configuration.properties,434,definition
vpn.keepalive.ping.interval,eblocker-icapserver/src/main/resources/configuration.properties,435,definition
vpn.keepalive.ping.noAnswerThreshold,eblocker-icapserver/src/main/resources/configuration.properties,436,definition
openvpn.profile.password.mask,eblocker-icapserver/src/main/resources/configuration.properties,437,definition
openvpn.cache.stoppedClientTimeout,eblocker-icapserver/src/main/resources/configuration.properties,438,definition
openvpn.server.command,eblocker-icapserver/src/main/resources/configuration.properties,439,definition
openvpn.server.path,eblocker-icapserver/src/main/resources/configuration.properties,440,definition
openvpn.server.ca.path,eblocker-icapserver/src/main/resources/configuration.properties,441,definition
openvpn.server.client.unix-template,eblocker-icapserver/src/main/resources/configuration.properties,442,definition
openvpn.server.client.windows-template,eblocker-icapserver/src/main/resources/configuration.properties,443,definition
openvpn.server.client.macos-template,eblocker-icapserver/src/main/resources/configuration.properties,444,definition
openvpn.server.port,eblocker-icapserver/src/main/resources/configuration.properties,445,definition
openvpn.server.portforwarding.duration.connectiontest,eblocker-icapserver/src/main/resources/configuration.properties,446,definition
openvpn.server.portforwarding.duration.initial,eblocker-icapserver/src/main/resources/configuration.properties,447,definition
openvpn.server.portforwarding.duration.use,eblocker-icapserver/src/main/resources/configuration.properties,448,definition
openvpn.server.portforwarding.description,eblocker-icapserver/src/main/resources/configuration.properties,449,definition
openvpn.server.portforwarding.upnp.discovery.max.steps,eblocker-icapserver/src/main/resources/configuration.properties,450,definition
openvpn.server.portforwarding.upnp.discovery.waiting.time,eblocker-icapserver/src/main/resources/configuration.properties,451,definition
transactionRecorder.default.size,eblocker-icapserver/src/main/resources/configuration.properties,453,definition
